datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,moving_avg,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,5.0,5,2,5,5be37d0afb1666002310d3b4,5,5.0,5,0,,5,1,5.0
2018-11-09T00:00:00.000+00:00,2.0,2,2,5,5be61f9bfb16660023139814,2,2.0,2,0,,2,1,2.0
2018-11-10T00:00:00.000+00:00,3.0,3,2,5,5be7713afb166600231512c7,3,3.0,3,0,,3,1,3.0
2018-11-11T00:00:00.000+00:00,2.0,2,2,5,5be8c293fb1666002213c948,2,2.0,2,0,3.0,2,1,2.0
2018-11-13T00:00:00.000+00:00,35.0,35,15,35,5beb659dfb16660022167559,35,35.0,35,5,,35,1,35.0
2018-11-14T00:00:00.000+00:00,2.0,2,2,3,5becb7acfb1666002217e4cf,2,2.0,2,0,2.8,2,1,2.0
2018-11-16T00:00:00.000+00:00,4.0,4,4,35,5bef5aabfb166600231d8dde,4,4.0,4,5,,4,1,4.0
2018-11-16T00:00:00.000+00:00,2.0,2,2,3,5bef5aabfb166600231d8ddd,2,2.0,2,0,2.2,2,1,2.0
2018-11-17T00:00:00.000+00:00,2.5,2,2,3,5bf0ac30fb166600231f0224,3,2.0,2,0,2.3,3,3,2.333
2018-11-18T00:00:00.000+00:00,14.5,14,4,35,5bf1fd19fb166600221d80b6,15,14.5,14,5,18.7,15,2,14.5
2018-11-20T00:00:00.000+00:00,17.0,17,4,35,5bf4a088fb16660023234cef,17,17.0,17,5,17.1,17,1,17.0
2018-11-20T00:00:00.000+00:00,3.0,3,2,4,5bf4a088fb16660023234cee,4,3.0,2,0,2.3,2,3,3.0
2018-11-22T00:00:00.000+00:00,2.0,2,2,4,5bf74313fb1666002326262f,2,2.0,2,0,2.3,2,1,2.0
2018-11-24T00:00:00.000+00:00,3.0,2,2,4,5bf9e628fb16660023290a53,4,3.0,2,0,2.5,4,3,2.667
2018-11-25T00:00:00.000+00:00,2.0,2,2,4,5bfb37ecfb166600232a95f6,2,2.0,2,0,2.5,2,1,2.0
2018-11-27T00:00:00.000+00:00,3.5,3,2,4,5bfdda90fb166600232d7487,4,4.0,3,0,2.7,4,3,3.667
2018-11-28T00:00:00.000+00:00,15.5,15,4,17,5bff2c11fb166600222b5df2,16,15.5,15,5,17.2,16,2,15.5
2018-11-28T00:00:00.000+00:00,4.0,4,2,4,5bff2c11fb166600222b5df1,4,4.0,4,0,2.9,4,2,4.0
2018-11-29T00:00:00.000+00:00,4.0,4,2,4,5c007df1fb166600233071ad,4,4.0,4,0,3.3,4,1,4.0
2018-12-02T00:00:00.000+00:00,3.0,3,3,4,5c04728afb1666002334dc61,3,3.0,3,0,3.3,3,1,3.0
2018-12-08T00:00:00.000+00:00,4.0,4,3,4,5c0c5b1d3ae3e8002451213d,4,4.0,4,0,3.7,4,1,4.0
2018-12-09T00:00:00.000+00:00,4.0,4,3,4,5c0dac993ae3e8002352612a,4,4.0,4,0,3.8,4,2,4.0
2018-12-11T00:00:00.000+00:00,5.0,5,3,5,5c104f933ae3e8002455bd20,5,5.0,5,0,4.0,5,1,5.0
2018-12-12T00:00:00.000+00:00,3.0,3,3,5,5c11a11d3ae3e80024574a2c,3,3.0,3,0,3.8,3,1,3.0
